"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","entrez"
"ENSG00000127463",1326.24317215744,-0.0470323829952183,0.142034181529346,0.691566731463819,0.871792906223495,"EMC1","23065"
"ENSG00000228903",103.943599469156,-0.0513266778331942,0.201716969774563,0.691729009037681,0.871792906223495,NA,NA
"ENSG00000205041",18.6780607402109,0.0499477440582552,0.21514450202959,0.691755965938412,0.871792906223495,NA,NA
"ENSG00000250794",9.41679884001208,-0.0390376793949497,0.240830071104361,0.69176497234534,0.871792906223495,NA,NA
"ENSG00000153246",1195.48083077517,0.0520953280049342,0.175556214252199,0.69181072283304,0.871792906223495,"PLA2R1","22925"
"ENSG00000164162",93.8833547621814,0.0471448428437548,0.140920327409727,0.691821269040593,0.871792906223495,"ANAPC10","10393"
"ENSG00000174606",512.059129574662,0.0344847625425983,0.0929349073717847,0.691831231436375,0.871792906223495,"ANGEL2","90806"
"ENSG00000088543",504.929228885428,0.0377579790657853,0.10355064509509,0.69184492468431,0.871792906223495,"C3orf18","51161"
"ENSG00000100316",32293.7084401544,-0.0490368456373633,0.142541715969205,0.691846341519107,0.871792906223495,"RPL3","6122"
"ENSG00000124784",313.374343960527,0.0354087205533301,0.0959501364610166,0.691927473734852,0.871792906223495,"RIOK1","83732"
"ENSG00000160563",198.707742674441,0.0409533367930357,0.115009853383189,0.691958151161087,0.871792906223495,"MED27","9442"
"ENSG00000241458",210.359364568573,-0.0511240402243408,0.171733294156595,0.692024432085123,0.871792906223495,"RPL7P19","100270853"
"ENSG00000186638",24.5410604536268,-0.0505320428774248,0.207764812876194,0.692084108813146,0.871792906223495,"KIF24","347240"
"ENSG00000111271",504.425178094204,-0.0358879522127926,0.0974453685356182,0.692088093265378,0.871792906223495,"ACAD10","80724"
"ENSG00000163013",190.680377246004,-0.0484523226015607,0.150203843973731,0.692228463227813,0.871901553519138,"FBXO41","150726"
"ENSG00000213413",8.34736129610881,-0.0410643394452639,0.237889090157505,0.692416669814497,0.871912182124038,"PVRIG","79037"
"ENSG00000269821",236.511238622575,-0.0507702758288534,0.167082958069764,0.69244802998465,0.871912182124038,"KCNQ1OT1","10984"
"ENSG00000133083",530.361945063882,-0.0271574510608422,0.252271993881119,0.692487650796775,0.871912182124038,"DCLK1","9201"
"ENSG00000100505",56.802485089402,-0.0356547322493969,0.244810839544199,0.692495650945739,0.871912182124038,"TRIM9","114088"
"ENSG00000122257",1227.95876573856,0.0397837513026803,0.114020270063012,0.692507496893997,0.871912182124038,"RBBP6","5930"
"ENSG00000270012",25.8227370819311,-0.0504835623755865,0.208969941493912,0.692723051447453,0.872115424073605,NA,NA
"ENSG00000128059",164.315660201946,-0.0507557085781051,0.168263674012085,0.692845549338427,0.872136805680951,"PPAT","5471"
"ENSG00000264433",30.0044251020702,0.04396227042073,0.233536203130178,0.692895252316926,0.872136805680951,NA,NA
"ENSG00000168806",132.200114622486,-0.0487907432806218,0.152601873434939,0.692974110661057,0.872136805680951,"LCMT2","9836"
"ENSG00000130764",614.426069824165,0.0301086595986497,0.0797896182848871,0.693007119643762,0.872136805680951,"LRRC47","57470"
"ENSG00000225071",391.665701818906,-0.0435549477914036,0.231651392324514,0.693010699914812,0.872136805680951,NA,NA
"ENSG00000000460",58.0404505604035,-0.0510289122706951,0.202223025512971,0.693133248256483,0.872222897966117,"FIRRM","55732"
"ENSG00000162482",10.119922267159,-0.0419181873891677,0.236152365051742,0.693200215948947,0.872225739850441,"AKR7A3","22977"
"ENSG00000273226",10.1409436963158,0.0434704204866517,0.233083054130795,0.693243783674812,0.872225739850441,NA,NA
"ENSG00000174442",223.074188029745,0.0510976776395782,0.168750802924294,0.693482284897183,0.872309887717513,"ZWILCH","55055"
"ENSG00000046604",29.9008271195793,-0.016482030472777,0.257919302981766,0.693497858135948,0.872309887717513,"DSG2","1829"
"ENSG00000225614",766.480812601638,0.051655023605177,0.200528026213402,0.693524971308947,0.872309887717513,"ZNF469","84627"
"ENSG00000142082",338.129953930563,-0.0436453814400572,0.127539838503105,0.693605039398747,0.872309887717513,"SIRT3","23410"
"ENSG00000171345",23.8664430811255,0.0335167221807415,0.24773403803727,0.693632905719818,0.872309887717513,"KRT19","3880"
"ENSG00000088247",2565.37331091909,-0.042306236165839,0.11292327282376,0.693651768127504,0.872309887717513,"KHSRP","8570"
"ENSG00000213995",596.44828240666,0.0357035969745625,0.0975967457680674,0.6936896705007,0.872309887717513,"NAXD","55739"
"ENSG00000157557",1097.74864350402,-0.0429705056272029,0.124797371121118,0.693804330159065,0.872385980113376,"ETS2","2114"
"ENSG00000172340",1360.07350077314,-0.0326096874637995,0.0884612414647875,0.694087121796065,0.872588429559729,"SUCLG2","8801"
"ENSG00000043514",235.609745210705,-0.0458618657793982,0.137559508733912,0.694110927715086,0.872588429559729,"TRIT1","54802"
"ENSG00000164398",8.67444869735762,0.0370827544685001,0.243409651708035,0.694127820323846,0.872588429559729,"ACSL6","23305"
"ENSG00000229605",834.724555835643,0.0427222277513431,0.123108177167648,0.69419381835836,0.872603308697164,"RPL21P93","653665"
"ENSG00000229841",16.6612488229836,-0.045073544832483,0.228743352679593,0.694342080114763,0.872682798161281,NA,NA
"ENSG00000111361",791.756096779462,0.0276731229223051,0.0733218115340818,0.694435166070785,0.872682798161281,"EIF2B1","1967"
"ENSG00000251136",45.6460719968606,0.0512414680356699,0.174415973532203,0.694522389867966,0.872682798161281,"PARAIL","101929709"
"ENSG00000127415",470.256583413951,-0.0499528038552127,0.163505199832171,0.694526047059898,0.872682798161281,"IDUA","3425"
"ENSG00000114395",105.372532622177,-0.0470207034240619,0.143775896624157,0.694573780085154,0.872682798161281,"CYB561D2","11068"
"ENSG00000182378",151.494965559048,-0.0513199869519367,0.194202255888016,0.694619039103373,0.872682798161281,"PLCXD1","55344"
"ENSG00000174527",10.029070445458,0.0374275361145921,0.243371189958791,0.694636223922803,0.872682798161281,"MYO1H","283446"
"ENSG00000105700",761.035534812583,0.0383152298454312,0.107041437357446,0.694806834562951,0.872829076931283,"KXD1","79036"
"ENSG00000163138",176.744374174574,-0.0444539736053452,0.13191537035128,0.694866927516367,0.872836509372852,"PACRGL","133015"
"ENSG00000234614",20.0575842952075,-0.0356901026671684,0.244288802946436,0.695061715620695,0.873013120789352,NA,NA
"ENSG00000182512",392.948251312676,0.0384061111814242,0.107347539404522,0.695325245223189,0.873180168044459,"GLRX5","51218"
"ENSG00000005889",788.250035740331,0.050664515307152,0.166167229716824,0.695333340179476,0.873180168044459,"ZFX","7543"
"ENSG00000137133",126.166635796928,-0.0509985704611263,0.195460363393549,0.695357305940687,0.873180168044459,"HINT2","84681"
"ENSG00000243970",17.6115290514787,-0.0417354287184558,0.234897508229398,0.695470416438456,0.873189662177497,NA,NA
"ENSG00000001631",786.903809550704,-0.0348067436804364,0.0958844859353881,0.695549565432155,0.873189662177497,"KRIT1","889"
"ENSG00000198586",1736.9323593271,-0.0479830772482064,0.1510942974601,0.695646076114209,0.873189662177497,"TLK1","9874"
"ENSG00000196741",20.6608688514707,-0.049403164020251,0.211283000734885,0.695648669951591,0.873189662177497,NA,NA
"ENSG00000156603",210.497122650453,-0.0422682068916737,0.120325210156384,0.695723549609142,0.873189662177497,"MED19","219541"
"ENSG00000187942",15.3790124742394,-0.0444586724526249,0.228848511994701,0.695760081395981,0.873189662177497,"LDLRAD2","401944"
"ENSG00000260916",534.805085902257,0.0501234253309091,0.162610258507847,0.695798455279662,0.873189662177497,"CCPG1","9236"
"ENSG00000079459",954.295832734747,0.037520186364732,0.104770565154721,0.695865602757382,0.873189662177497,"FDFT1","2222"
"ENSG00000167994",939.469906563369,0.0441739121606238,0.132171625958787,0.695881193178925,0.873189662177497,"RAB3IL1","5866"
"ENSG00000127080",54.5544397961268,-0.0512580045369347,0.181624586904206,0.695920122664436,0.873189662177497,"IPPK","64768"
"ENSG00000225760",17.2384827063633,0.0468978474506092,0.223392213931276,0.696007335072116,0.873189662177497,NA,NA
"ENSG00000169660",206.591216846694,-0.0441555340045295,0.131494132795646,0.696081507101825,0.873189662177497,"HEXD","284004"
"ENSG00000156697",366.418205271131,0.0450163822806335,0.133464178887888,0.696117045286959,0.873189662177497,"UTP14A","10813"
"ENSG00000155959",535.003593484516,0.0392527070021819,0.111242018934037,0.696153681325981,0.873189662177497,"VBP1","7411"
"ENSG00000183647",45.0909721213753,-0.0505533091521787,0.202259646281025,0.69625163842224,0.873189662177497,"ZNF530","348327"
"ENSG00000179912",560.061560053287,-0.0458453015681279,0.138999253588846,0.696253559067991,0.873189662177497,"R3HDM2","22864"
"ENSG00000181929",1301.1014595157,0.0265632014754416,0.0704787650618725,0.696308633382944,0.873189662177497,"PRKAG1","5571"
"ENSG00000011465",298756.997445297,-0.0506784294112256,0.188546316040435,0.696370841806954,0.873189662177497,"DCN","1634"
"ENSG00000144647",604.3143749909,0.0519351160278949,0.183735964106084,0.696394635300022,0.873189662177497,"POMGNT2","84892"
"ENSG00000139874",245.892989952882,-0.0505998064938081,0.200361802426718,0.696470592485699,0.873216942843354,"SSTR1","6751"
"ENSG00000166153",11.3961185556566,-0.039574617495117,0.238454895504402,0.69678460509058,0.873421199704845,"DEPDC4","120863"
"ENSG00000175711",63.4922379600341,-0.0491966160136943,0.159953204575763,0.69693146984761,0.873421199704845,"B3GNTL1","146712"
"ENSG00000181195",166.125044199585,0.0510901546813455,0.200026043555303,0.697002230516397,0.873421199704845,"PENK","5179"
"ENSG00000115207",562.413606388524,0.0304558571924496,0.0841222686028386,0.697003055876534,0.873421199704845,"GTF3C2","2976"
"ENSG00000207721",19.7425711949082,0.048991639758439,0.214202230948702,0.697027720380925,0.873421199704845,"MIR186","406962"
"ENSG00000234801",15.112271464734,0.0452086027166005,0.228298494066533,0.697062105859559,0.873421199704845,NA,NA
"ENSG00000095203",95.5689850199909,-0.0469801568972672,0.221511341785069,0.697080361951154,0.873421199704845,"EPB41L4B","54566"
"ENSG00000164611",89.6640906096499,-0.0508803668363267,0.180921181864979,0.697098620298866,0.873421199704845,"PTTG1","9232"
"ENSG00000196436",30.530062944216,0.0297084493888909,0.250779720253472,0.697121420582496,0.873421199704845,"NPIPB15","440348"
"ENSG00000063978",1144.62589341205,0.0257642293630809,0.0685183988599589,0.697304940197453,0.873583195297135,"RNF4","6047"
"ENSG00000170260",183.283132955101,-0.0410885385431142,0.119164794159252,0.697375559048792,0.873603734688989,"ZNF212","7988"
"ENSG00000173163",341.788128941156,-0.0431131202964334,0.127703292452069,0.697527665330716,0.873726342415111,"COMMD1","150684"
"ENSG00000169131",215.793040248572,-0.0477804594105193,0.151513829021189,0.697674560024974,0.873823105145162,"ZNF354A","6940"
"ENSG00000176018",520.627049994732,0.036273887818146,0.101039228392716,0.697805889759699,0.873823105145162,"LYSMD3","116068"
"ENSG00000133195",271.489772042888,-0.0506493335000098,0.193668782550975,0.697872766182712,0.873823105145162,"SLC39A11","201266"
"ENSG00000144476",1459.34355262779,-0.0491006185538717,0.209573168400871,0.697881106748337,0.873823105145162,"ACKR3","57007"
"ENSG00000253309",22.86806513777,0.049825825413281,0.208282281985955,0.697927253396085,0.873823105145162,"SERPINE3","647174"
"ENSG00000204642",35.4351852542394,-0.0426339393992354,0.233126183201437,0.697930340575255,0.873823105145162,"HLA-F","3134"
"ENSG00000145741",5407.99205685755,0.0316967168610166,0.0862859921463857,0.697991231759741,0.87383143483419,"BTF3","689"
"ENSG00000103044",15.4348462618196,0.0438555438626467,0.231529935309021,0.698105153119671,0.873906147778634,"HAS3","3038"
"ENSG00000174332",118.295348874204,0.0393948557393299,0.23988422731402,0.698326781106456,0.874115668588774,"GLIS1","148979"
"ENSG00000227540",9.55071226516456,0.0395915929972791,0.239030876927439,0.698481780470665,0.874209073279532,NA,NA
"ENSG00000109113",2212.40824803188,-0.023802059393518,0.0634869113129397,0.698521104947291,0.874209073279532,"RAB34","83871"
"ENSG00000234608",53.9682086194165,-0.0497069753406679,0.167146346483049,0.698579170655146,0.874209073279532,"MAPKAPK5-AS1","51275"
"ENSG00000090534",19.1511070885448,-0.036564203870147,0.242445095099865,0.698670055821005,0.874209073279532,"THPO","7066"
"ENSG00000171863",7523.95374748505,0.0381681898742802,0.112076324628893,0.698705435464744,0.874209073279532,"RPS7","6201"
"ENSG00000138750",625.187206012811,0.0301313104442073,0.0815474753685051,0.698726971424525,0.874209073279532,"NUP54","53371"
"ENSG00000104064",285.312912310398,-0.047349238602666,0.14980858852863,0.698804591773978,0.874211729776533,"GABPB1","2553"
"ENSG00000073417",668.234804499906,0.0341782905963474,0.094448115707398,0.698837618260317,0.874211729776533,"PDE8A","5151"
"ENSG00000068400",578.197955407523,-0.0379624616716094,0.108177725589602,0.698927002187804,0.874255662441593,"GRIPAP1","56850"
"ENSG00000086991",36.9586562711812,-0.0391378228888017,0.238915387972159,0.699220837403917,0.874432187708908,"NOX4","50507"
"ENSG00000103264",1035.14540012755,0.0409866859854355,0.118891484543007,0.699256062462159,0.874432187708908,"FBXO31","79791"
"ENSG00000114416",2987.45723690963,-0.0329414968374305,0.0950179075305527,0.699275483359516,0.874432187708908,"FXR1","8087"
"ENSG00000123349",4044.01268171944,-0.0399661929605462,0.116775608784282,0.699294590774816,0.874432187708908,"PFDN5","5204"
"ENSG00000120685",505.638984582704,-0.0311776653749088,0.0857622655822061,0.699339503359772,0.874432187708908,"PROSER1","80209"
"ENSG00000268049",22.71604581784,0.0475499499112627,0.218977791142006,0.699464024163374,0.874520013448403,NA,NA
"ENSG00000242384",216.456242146487,-0.0491269834886143,0.16468880390806,0.699558337236297,0.874570060620314,NA,NA
"ENSG00000078902",1019.57079870701,0.0369606393502228,0.104845224356305,0.699737924478946,0.874611440512315,"TOLLIP","54472"
"ENSG00000170909",33.7999309708395,0.0453018453287707,0.227133919171951,0.699753749853015,0.874611440512315,"OSCAR","126014"
"ENSG00000057019",2400.22440290839,-0.0452031126800894,0.138567215093861,0.699816677727433,0.874611440512315,"DCBLD2","131566"
"ENSG00000171310",118.45486669641,0.0472579064432086,0.220550683053209,0.699880205069727,0.874611440512315,"CHST11","50515"
"ENSG00000178623",9.3173540830622,-0.0408819691514449,0.235782081462581,0.699890334994994,0.874611440512315,"GPR35","2859"
"ENSG00000130985",6206.50912049709,0.0296654750671449,0.0806163282006775,0.699917156137128,0.874611440512315,"UBA1","7317"
"ENSG00000167363",93.5506694157052,-0.0500837582215003,0.196345614002456,0.700030669446889,0.874660482802284,"FN3K","64122"
"ENSG00000241732",58.4317916183835,-0.0371046424594451,0.241453001100955,0.700118919594855,0.874660482802284,NA,NA
"ENSG00000239779",152.571885085243,0.0501221118618101,0.171045133684471,0.700119271691282,0.874660482802284,"WBP1","23559"
"ENSG00000153487",181.924847736519,0.0400714767348385,0.116093423611075,0.700362410226874,0.874896393825322,"ING1","3621"
"ENSG00000110171",385.044483476826,0.0484424968644104,0.156590784273598,0.700701367965855,0.875251956838106,"TRIM3","10612"
"ENSG00000197798",342.785167897251,-0.0455865842599348,0.141492560830657,0.700756403013687,0.875252841999652,"FAM118B","79607"
"ENSG00000178922",56.2933525771405,-0.0501737023497908,0.177732270214639,0.700928657526897,0.875400124140763,"HYI","81888"
"ENSG00000225746",28.2158259146859,0.0492458803280336,0.20900843929207,0.701006496646532,0.875429475813679,NA,NA
"ENSG00000196227",328.84447271673,-0.0412023473503372,0.121936612641427,0.701078133960827,0.875451078611292,"FAM217B","63939"
"ENSG00000110925",548.384178558235,0.0390360446188693,0.11270407207545,0.701420291555714,0.875642604413785,"CSRNP2","81566"
"ENSG00000229117",18990.1227760292,-0.0415506226670229,0.131418602286417,0.701474960063986,0.875642604413785,"RPL41","6171"
"ENSG00000181744",744.712706173863,0.0444984831723155,0.135696260494774,0.701563550351111,0.875642604413785,"DIPK2A","205428"
"ENSG00000183808",306.770977022717,0.0440510833070837,0.13215338173724,0.701580811058227,0.875642604413785,"RBM12B","389677"
"ENSG00000041880",373.414744426286,-0.0458794558916958,0.144321325288889,0.701600788094313,0.875642604413785,"PARP3","10039"
"ENSG00000230847",10.8259624875419,-0.0281281209992949,0.2511568365002,0.701611045708817,0.875642604413785,NA,NA
"ENSG00000258488",20.5061856828308,-0.0446184126404545,0.22662203582181,0.701632754952932,0.875642604413785,NA,NA
"ENSG00000151498",419.996319504974,-0.0358273899918645,0.102050054879541,0.70166631636658,0.875642604413785,"ACAD8","27034"
"ENSG00000138593",2011.7793341411,0.0411750441095322,0.120888861631301,0.701869232430014,0.875827991920064,"SECISBP2L","9728"
"ENSG00000197951",212.42597919383,0.04113749925919,0.120872547882502,0.701968861983528,0.875884474552092,"ZNF71","58491"
"ENSG00000204713",901.618088775325,-0.0339943215948905,0.0958505870720297,0.702050677203947,0.875918722251436,"TRIM27","5987"
"ENSG00000227438",13.8680047060488,-0.039989757489512,0.237077096062163,0.70216695257205,0.87599595577577,NA,NA
"ENSG00000131375",740.114371577862,-0.0320244141518647,0.0894226238099727,0.702237414998966,0.876016027336302,"CAPN7","23473"
